Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
teacher-polo-shirt,,,,,,,,,adult-extra-large,,,purple,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Purple.jpg?v=1752018059,lb,,,,,,,,,
teacher-polo-shirt,,,,,,,,,adult-2-xl,,,black,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Black.jpg?v=1752018060,lb,,,,,,,,,
teacher-polo-shirt,,,,,,,,,adult-2-xl,,,gray,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Gray.jpg?v=1752018059,lb,,,,,,,,,
teacher-polo-shirt,,,,,,,,,adult-2-xl,,,purple,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Purple.jpg?v=1752018059,lb,,,,,,,,,
long-sleeve-tshirt,Long Sleeve TShirt,<p>Long Sleeve TShirt for TEACHERS at Shenandoah Middle School</p>,Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies,sweater,Shenandoah Middle,true,Size,adult-small,product.metafields.shopify.size,Color,gray,product.metafields.shopify.color-pattern,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Grey.jpg?v=1752017418,1,"",false,,,,,gray; purple; gradient; black,,adult-small; adult-medium; adult-large; adult-extra-large; adult-2-xl,long,unisex,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Grey.jpg?v=1752017418,lb,,,true,,,true,,,active
long-sleeve-tshirt,,,,,,,,,adult-small,,,purple,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Purple.jpg?v=1752017422,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Purple.jpg?v=1752017422,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-small,,,gradient,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Grey-Purple-Gradient.jpg?v=1752017425,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Grey-Purple-Gradient.jpg?v=1752017425,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-small,,,black,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Black.jpg?v=1752018753,4,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Black.jpg?v=1752018753,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-medium,,,gray,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Grey.jpg?v=1752017418,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-medium,,,purple,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Purple.jpg?v=1752017422,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-medium,,,gradient,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Grey-Purple-Gradient.jpg?v=1752017425,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-medium,,,black,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Black.jpg?v=1752018753,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-large,,,gray,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Grey.jpg?v=1752017418,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-large,,,purple,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Purple.jpg?v=1752017422,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-large,,,gradient,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Grey-Purple-Gradient.jpg?v=1752017425,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-large,,,black,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Black.jpg?v=1752018753,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-extra-large,,,gray,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Grey.jpg?v=1752017418,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-extra-large,,,purple,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Purple.jpg?v=1752017422,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-extra-large,,,gradient,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Grey-Purple-Gradient.jpg?v=1752017425,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-extra-large,,,black,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Black.jpg?v=1752018753,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-2-xl,,,gray,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Grey.jpg?v=1752017418,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-2-xl,,,purple,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Purple.jpg?v=1752017422,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-2-xl,,,gradient,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Grey-Purple-Gradient.jpg?v=1752017425,lb,,,,,,,,,
long-sleeve-tshirt,,,,,,,,,adult-2-xl,,,black,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-LongSleeveTShirt-Black.jpg?v=1752018753,lb,,,,,,,,,
teacher-hoddied-shirt-black,Teacher Hoddied Shirt (Black),<p>Black Shirt (short sleeve) with Hood for TEACHERS at Shenandoah Middle School</p>,Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies,tshirt,Shenandoah Middle,true,Size,adult-small,product.metafields.shopify.size,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-HoodiedTShirt-Black.jpg?v=1752017053,1,"",false,,,,,black,hooded,adult-small; adult-medium; adult-large; adult-extra-large; adult-2-xl,,unisex,,,lb,,,true,,,true,,,active
teacher-hoddied-shirt-black,,,,,,,,,adult-medium,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
teacher-hoddied-shirt-black,,,,,,,,,adult-large,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
teacher-hoddied-shirt-black,,,,,,,,,adult-extra-large,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
teacher-hoddied-shirt-black,,,,,,,,,adult-2-xl,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
microfiber-tops-bc-0237,Microfiber Tops- BC-0237,"",Besu Customs,Apparel & Accessories > Clothing > Clothing Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0022.jpg?v=1751996956,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0472,Sports Bra- BC-0472,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_0018.jpg?v=1751996580,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0471,Sports Bra- BC-0471,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_0017.jpg?v=1751996449,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0470,Sports Bra- BC-0470,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_0016.jpg?v=1751996113,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0469,Sports Bra- BC-0469,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_0015.jpg?v=1751995871,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0468,Sports Bra- BC-0468,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_0014.jpg?v=1751993970,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0467,Sports Bra- BC-0467,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_0013.jpg?v=1751992053,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0466,Sports Bra- BC-0466,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_0011_bfedd0fb-6250-4444-a003-f32e70ae0739.jpg?v=1751991346,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0465,Sports Bra- BC-0465,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_0011.jpg?v=1751991236,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0464,Sports Bra- BC-0464,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_0010.jpg?v=1751990813,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0463,Sports Bra- BC-0463,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_009.jpg?v=1751990512,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0462,Sports Bra- BC-0462,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_008.jpg?v=1751911811,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0461,Sports Bra- BC-0461,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_007.jpg?v=1751909921,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0460,Sports Bra- BC-0460,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_006.jpg?v=1751909629,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0459,Sports Bra- BC-0459,"",Besu Customs,Uncategorized,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_005.jpg?v=1751909285,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0458,Sports Bra- BC-0458,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_004.jpg?v=1751906213,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0457,Sports Bra- BC-0457,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_003.jpg?v=1751858383,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0456,Sports Bra- BC-0456,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_002.jpg?v=1751857528,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
sports-bra-bc-0455,Sports Bra- BC-0455,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Sports Bras,Sports Bra,GYM WEAR,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_sports_bra_001.jpg?v=1751857205,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
stringer-vest-bc-0484,Stringer Vest- BC-0484,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Vests,Stringer Vest,General Purpose Athletic Equipment,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_stringer_vest_0012.jpg?v=1751856505,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
stringer-vest-bc-0483,Stringer Vest- BC-0483,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Vests,Stringer Vest,General Purpose Athletic Equipment,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_stringer_vest_0011.jpg?v=1751856165,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
stringer-vest-bc-0482,Stringer Vest- BC-0482,"",Besu Customs,Sporting Goods > Outdoor Recreation > Golf > Golf Bags,Stringer Vest,General Purpose Athletic Equipment,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_stringer_vest_0010.jpg?v=1751855362,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
stringer-vest-bc-0481,Stringer Vest- BC-0481,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Vests,Stringer Vest,General Purpose Athletic Equipment,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_stringer_vest_009.jpg?v=1751854887,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
stringer-vest-bc-0480,Stringer Vest- BC-0480,"",Besu Customs,Sporting Goods > Athletics > General Purpose Athletic Equipment,Stringer Vest,General Purpose Athletic Equipment,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_stringer_vest_008.jpg?v=1751854161,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
stringer-vest-bc-0479,Stringer Vest- BC-0479,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Vests,Stringer Vest,General Purpose Athletic Equipment,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_stringer_vest_007.jpg?v=1751853647,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
stringer-vest-bc-0478,Stringer Vest- BC-0478,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Vests,Stringer Vest,General Purpose Athletic Equipment,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_stringer_vest_006.jpg?v=1751852517,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
shenandoah-middle-school-hoodie-blac,Shenandoah Middle School Hoodie Black,<p>Shenandoah Middle School Hoodie Black</p>,Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies,Hoodie,Shenandoah Middle,true,Size,adult-2-xl,product.metafields.shopify.size,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/Shenandoah-Hoodie-Black.jpg?v=1751007445,1,"",false,,,,,black,hooded,adult-2-xl; adult-extra-large; adult-large; adult-medium; adult-small; adult-extra-small; youth-extra-large; youth-large,,unisex,,,lb,,,true,,,true,,,active
shenandoah-middle-school-hoodie-blac,,,,,,,,,adult-extra-large,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie-blac,,,,,,,,,adult-large,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie-blac,,,,,,,,,adult-medium,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie-blac,,,,,,,,,adult-small,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie-blac,,,,,,,,,adult-extra-small,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie-blac,,,,,,,,,youth-extra-large,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie-blac,,,,,,,,,youth-large,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie,Shenandoah Middle School Hoodie Gray,<p>Shenandoah Middle School Hoodie Gray</p>,Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies,Hoodie,Shenandoah Middle,true,Size,adult-2-xl,product.metafields.shopify.size,,,,,,,"",0.0,shopify,continue,manual,35.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/Shenandoah-Hoodie-Grey.jpg?v=1751007223,1,"",false,,,,,gray,hooded,adult-2-xl; adult-extra-large; adult-large; adult-medium; adult-small; adult-extra-small; youth-extra-large; youth-large,,unisex,,,lb,,,true,,,true,,,active
shenandoah-middle-school-hoodie,,,,,,,,,adult-extra-large,,,,,,,,"",0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie,,,,,,,,,adult-large,,,,,,,,"",0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie,,,,,,,,,adult-medium,,,,,,,,"",0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie,,,,,,,,,adult-small,,,,,,,,"",0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie,,,,,,,,,adult-extra-small,,,,,,,,"",0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie,,,,,,,,,youth-extra-large,,,,,,,,"",0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
shenandoah-middle-school-hoodie,,,,,,,,,youth-large,,,,,,,,"",0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
stringer-vest-bc-0477,Stringer Vest- BC-0477,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Vests,Stringer Vest,General Purpose Athletic Equipment,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_stringer_vest_005.jpg?v=1749839536,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
stringer-vest-bc-0476,Stringer Vest- BC-0476,"",Besu Customs,Sporting Goods > Athletics > General Purpose Athletic Equipment,Stringer Vest,General Purpose Athletic Equipment,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_stringer_vest_004.jpg?v=1749838646,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
stringer-vest-bc-0475,Stringer Vest- BC-0475,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Vests,Stringer Vest,General Purpose Athletic Equipment,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_stringer_vest_003.jpg?v=1749838008,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
stringer-vest-bc-0474,Stringer Vest- BC-0474,"",Besu Customs,Sporting Goods > Athletics > General Purpose Athletic Equipment,Stringer Vest,General Purpose Athletic Equipment,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_stringer_vest_002.jpg?v=1749835433,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
