Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
baseball-caps,Baseball Caps,<p>Custom Besu Customs baseball cap configured in the 3D configurator.</p>,Besu Customs,Apparel & Accessories > Clothing Accessories > Hats,Caps,"Configurator, Baseball Caps, Custom Order, Made to Order",true,Title,Default Title,,,,,,,,BASEBALL-CAPS-CUSTOM,226.796,shopify,continue,manual,20.00,,true,true,,,,,,,,,false,Baseball Caps,Custom Besu Customs baseball cap checkout item.,,,,,,,,,,lb,,,true,,,true,,,active
